section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_birthday,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_car,user_about,user_member_type
Motorsports,"Great pics: Audi at DTM (R8, A5, RS4, S3 etc...)",post-208276,"Jul 14, 2007",viciaudi,"whatever, but the B7 is a beautiful car",#9,,,Brazil,NA,NA,88,25,,,NA
Motorsports,2007 British GP,post-206029,"Jul 7, 2007",lukinjo,"please ,teke a lot of pictures of BMW team, thanks",#32,post: 206023,"Feb 4, 1985
										
											(Age: 38)",Croatia,NA,NA,93,8,,,NA
Motorsports,Why Kubica survived accident,post-209073,"Jul 16, 2007",Car Diva,"Amazing!,Thank you",#3,,,DisneyWorld  Florida,Female,NA,232,336,"BMW 650i,BMW X5",,Premium Supporter
Motorsports,2007 LeMans Thread,post-223241,"Aug 28, 2007",Habitual Speeder,"Photos I took at the ALMS weekend at Mosport, this past weekend.,Normally, I'd've taken more photos, but I had a girl with me...,Note to self:  Don't bring a girl you're interested in to a race track...even if she's a race fan.",#40,,,"Ottawa, Canada",NA,NA,"1,396",319,"Own: 2005 Honda Civic SE,Drive: Whatever I decide to take off the lot","""Why is one driver faster than another? He's got more confidence. Sometimes, he gets it by over-riding certain fears & getting away with it. That lures you on."" - Mario Andretti",NA
Motorsports,"'Ring visit, the third installment",post-214976,"Aug 2, 2007",audi_rudy,"you may not think that these photos are up to your standards but i find them amazing.,Sounds like you had fun in the porsche and everything.  There really are some amazing cars at the ring i hope to someday make it there",#6,,"Nov 9, 1991
										
											(Age: 31)","Rhode island, USA",NA,high school,"1,674",307,,"cars, sports, school, speed skating",NA
Motorsports,Hamilton: don’t believe the hype -formula 1-,post-217130,"Aug 10, 2007",hussein,"After days of sensationalist media claims that he is ‘at war’ with McLaren team mate Fernando Alonso, Lewis Hamilton has moved to quell what he insists are misleading stories.,It follows last weekend’s Hungarian Grand Prix, in which Alonso was penalised for impeding Hamilton during qualifying. As a result, the Englishman - who admitted he had disobeyed a team order to move over for the champion during the session - inherited pole position and went on to win the race. Alonso finished only fourth.,Since then, the press - particularly in Britain and Spain - has been full of stories suggesting the drivers are no longer talking. However, Hamilton has now taken the unusual step of releasing a press statement through McLaren to refute the claims once and for all.,“For the record, Fernando and I are fiercely competitive and respectful of each other,” he said. “We are both ambitious drivers who want to win. However, we are not drivers at war, as has been widely reported.,“Although we did not speak on Sunday we have spoken since the weekend and continue to have a professional working relationship. In fact, Fernando and I plan to meet up over the holiday period.”,Hamilton also denied stories suggesting he had used inappropriate language with team boss Ron Dennis and expressed his disappointment that the press had chosen to publish what he described as “inflammatory and untrue material”.,“As an individual in my first year in Formula One I have done my utmost to conduct myself in a professional and open manner,” said Hamilton. “Of course, I have made mistakes, not least during the last weekend, and those are open to public scrutiny. I have my own regrets and have dealt with matters arising.,“However, it is disappointing that inflammatory and untrue material is given to the media and published which may damage reputations. This inflammatory material is then commentated on by many others as if it is factual.,“Whilst I wouldn't normally communicate through press statements, I felt it important to set this matter straight."",Hamilton leads the drivers’ championship by seven points from Alonso",#1,,,BELL CALIFORNIA,NA,you mean my future job = I DUNNO GOOD QUESTION THO,178,37,"ill  get in the future a all new audi rs4,my future car is the 2009 audi rs4",NEVER LET SPEED TAKE OVER YOU,NA
Motorsports,2007 Grand Prix of Europe,post-211760,"Jul 23, 2007",Omarus,"Why not?,He did that in Barcelona and succeded.",#82,post: 211616,,Moscow.,NA,NA,54,10,,,NA
Motorsports,My second Nürburgring visit..,post-219542,"Aug 18, 2007",Ubermensch,great thread,#15,,,Germany,NA,NA,200,45,,Audi das Herz der deutschen Technik,NA
Motorsports,My second Nürburgring visit..,post-213839,"Jul 30, 2007",heelntoe,"wow, i had a hard time deciding already, thanks for making it harder.,wimmer looks like he wanted to steal that R8. hehe.",#4,,,"Mumbai, India",NA,student,11,2,,,NA
Motorsports,2007 LeMans Thread,post-198331,"Jun 17, 2007",Lemantech,"its sucks that number 2 audi with kristensen and mcnish crashed but im really happy for the ""older"" boys in the number 1 audi.",#19,,,London,Male,Doc,972,58,"None at the moment.,MK5 GTI,Singer 911",,NA
Motorsports,2007 Hungarian GP,post-215684,"Aug 5, 2007",OBR,good win for hammy..,#108,,NA,NA,Male,NA,60,17,,,NA
