section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_birthday,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_car,user_about,user_member_type
Global,Maserati Quattroporte (VI),post-606554,"Nov 6, 2012",MAJESTIC,"That's  and truly depicts the concept of ""different strokes for different folks"" because I think the A8's interior is the most bland and most generic of any of its F-Segment peers, even the homely LS.,This new Q-Porte interior IMO is extremely avant-garde and highly elegant. I also love the increase in length/lergroom, which was my only real gripe with the last gen. Exterior is much, much better than expected and perfectly simple, and I am absolutely smitten with that body work. I can honestly say I have a new found interest in the Quattroporte.",#19,post: 606549,,"Houston, Texas",Female,Real Estate Broker,523,840,"2003 Land Rover Range Rover HSE ""Big Baby"",2001 Mercedes-Benz E430 ""Lassie"",2010 S550 Sport,2010 Bentley Continental GT Coupe,Rolls-Royce Phantom VIII","2015 Mercedes-Benz S550 Sport (Mrs.),2014 Rolls-Royce Ghost (Mr.)",NA
Global,MASERATI Picture Thread,post-201345,"Jun 26, 2007",chickencurry,QP's ugly sister?,#99,post: 201290,NA,NA,NA,NA,3,0,,,NA
Global,Maserati Quattroporte (VI),post-606589,"Nov 6, 2012",emve,"From an italian forum:,lenght - 5,26m,V6 Turbo 410PS,V8 Turbo 530PS,V6 Diesel in September 2013,AWD possible",#35,,NA,NA,NA,NA,452,812,,,Supporter
Global,Maserati Quattroporte (VI),post-606569,"Nov 6, 2012",DjordjeC63,"Nice, but current model is waaaaaaay more beautiful...",#30,,NA,NA,NA,AMGs and cars,"2,708","2,925",,,NA
Global,MASERATI Picture Thread,post-326290,"Aug 29, 2008",attitude928,'77 Khamsin,#143,,,New York City,NA,NA,14,42,"02 WRX, '90 560SEC, '88 Jaguar XJS, '80 vette, '77 Maserati Khamsin, '74 TVR 2500M, '71 Lotus Elan +2S, '67 Jaguar 420, '62 Morris Mini Cooper",Skeeter Racing,NA
Global,Maserati Quattroporte (VI),post-606809,"Nov 8, 2012",jackywhatever,"looks like an infiniti... nothing is wrong though,hope the next GT will be as good...",#45,,NA,NA,NA,NA,116,67,,"W126 560SEL, V140 600SEL, V221 S350,R129 600SL",NA
Global,Maserati Quattroporte (VI),post-606629,"Nov 7, 2012",Mafalda,"""new"" Quattroporte is based on a Chrysler 300..,it has an 8 years old chassis, I cannot belive it",#42,,September 25,Rome (It),Male,NA,"1,900","1,054",,,NA
Global,Maserati SUV To Be Called Levante,post-781415,"Feb 22, 2016",Enrico,"They copied a lot from the Cayenne. And for that sum, i will opt for the original one.,The last Maserati that i liked was the 2003 Quattroporte.",#78,,,Italy,Male,NA,68,70,,,NA
Global,Maserati Quattroporte (VI),post-610820,"Dec 4, 2012",Monteverdi,"Maserati begins a three-year product offensive with a bigger, better Quattroporte featuring a mighty new Ferrari-built turbo V8,It’s well past time for an all-new new Maserati Quattroporte. The existing car, although beautiful, has been around more or less unaltered for eight years, which is too long for for most limos. But now there’s an all-new edition, revealed last week in Los Angeles and due to reach its first European mainland customers in February and UK buyers next June.,Most cars use carry-over pieces, but this new Maser is just about as new as a new car can get: it has a different look, an all-new platform, newly designed engines by Ferrari (entirely different in character to the old ones), considerably different dimensions and even a new role in the marque’s future line-up. To cap everything, its launch begins a new phase in the company’s history, one aimed at massively boosting total sales from last year’s 6200 units to 50,000 units by 2015.,The new Quattroporte grows to the length of a standard Mercedes-Benz S-class, and whereas it was once cramped in the rear, it is now as roomy inside as the Merc is. The boot is now vast, too. Buyers get a choice of two new Ferrari-designed and built twin-turbocharged, direct injection petrol engines, a 3.8-litre V8 with 523 bhp and a 3.0-litre V6 with 407 bhp, both of which drive through an eight-speed ZF gearbox. Our test car was a V8.,Optional four-wheel drive (which usually directs 100 per cent of the drive to the rear in dry conditions, but can split it as far as 50 per cent front, 50 per cent rear) is available in many markets although not the UK, while a high-performance diesel, already a certainty in the forthcoming 5-series-size Maserati Ghibli, is under consideration. The chassis is a steel monocoque with aluminium forgings and castings for components such as crossmembers and suspension parts, where lightness really counts. The new all-independent suspension (double wishbone front, five-link rear) will be used in other new-era models.,The Quattroporte’s styling was created in-house. It carries the already-established family look with a classic, vertically slatted grille, luxuriously sculpted sides and a neatly tapered rear, although its greater rear bulk means it lacks some of the outgoing car’s delicacy and is remionisecnt, some say, of the look of an Infiniti or a Lexus. Such is the price of a decent amount of rear cabin space.,The interior theme is simplification, with quality, and it works very well. There’s a straightforward twin-dial fascia set-up straight ahead, with a small screen between the dials and a three-spoke wheel that perfectly splits the difference between luxurious and sporty. The central console is satisfyingly high, with the main info screen just above it. The tan all-leather seats have traditionally styled ribbed inserts that look beautiful and feel supportive.,Any fear you may have had about the car’s size impinging on its driving quality dissolves the moment you close the driver’s door. The seats hold your body well, and the driving position, low and long, feels ideal for concentrated driving. The silky engine starts smoothly and there’s barely a hint of a V8 throb, though something warns you about the 500-plus horsepower on tap. The excellent ZF transmission (specially adapted to this 1900kg, paddle-shifted application) does its stuff as beautifully as ever, and there’s a lightning responses through its accelerator that feels all-Italian.,It’s restrained fun driving the Quattroporte for smoothness, but for all its refinement this car fairly itches to hurl you down the road, especially if you allow it anywhere near the exalted 7200rpm redline. Under five seconds for the 0-62mph sprint is a helluva time for a two-tonne super-saloon: plenty of supercars do no better. Nor can they touch its 190mph top speed. In fact, for a while it’s tough working out what kind of engine this truly is: is it a torquey, low-revving V8 or a high-revving, smaller-capacity turbo? Truth is, it’s both.,It’s tough, trying to reach conclusions about a luxury limo’s ride comfort while driving Fiat’s Balocco test track, as we did. The place is all about near-limit handling, where this car excels. Given the long wheelbase, grippy tyres (and surface) and subtle intrusions of the sweetly-tuned chassis's stability control, the Quattroporte stays neutral in corners to the point of insanity, when you start to notice a whiff of stabilising understeer and a little body roll. Oversteer isn’t really on the agenda. The steering is accurate and perfectly weighted, though I did think I noticed a hint of vagueness on lock, away from the straight-ahead.,And the ride? My best guess it’s on the firm side of supple, possibly unyielding enough to cause sticky moments on poor UK roads. We look forward to checking thoroughly.,£100,000 (est);,4.7sec;,191mph;,23.7mpg (combined);,278 g/km;,1900kg;,V8 petrol, twin turbo, direct injection, 3798cc;,Front, rear-wheel-drive;,523bhp @ 6800rpm;,479lb ft (530lb ft overboost) at 2000-4000rpm;,8-spd auto;,80 litres;,530 litres;,Alloy, 20in,http://www.autocar.co.uk/car-review/first-drives/first-drive-review-maserati-quattroporte-v8",#84,,NA,NA,NA,NA,160,332,,,NA
Global,Maserati Quattroporte (VI),post-606560,"Nov 6, 2012",DblPen,"love the looks,i just wonder why all manufacturers dont make their navigation screens higher up the console, just like bmw, mercedes and audi does. that improves safety and is way more natural to look at",#24,,NA,NA,NA,NA,"1,046",420,,,NA
Global,Maserati Quattroporte (VI),post-606556,"Nov 6, 2012",Mss7211,"Am i the only one who doesn't dig the exterior Style?,Too (Infinity) for me!",#21,,"Apr 6, 1988
										
											(Age: 35)","Dubai, UAE",Male,DP World,76,72,"Mercedes AMG G63 2020,Toyota Land Cruiser FJ62 1988,W221 Mercedes S350 2006-2011,C217 Mercedes S500 Coupe 2015-2020,Toyota Land Cruiser 5.7 VXR 2011-2021","2015 Mercedes Benz S500 Coupe, 2011 Toyota LandCrusier VXR 5.7",NA
Global,Maserati SUV To Be Called Levante,post-782398,"Feb 29, 2016",Mick Briesgau,Italian crap. Wasted time to visit this thread.,#81,,,Earth,Male,NA,"6,011","9,720",,Caedite eos. Novit enim Dominus qui sunt eius.,NA
Global,MASERATI Picture Thread,post-191470,"May 29, 2007",Itzkirb,,#82,,,SF Bay Area,NA,Video Game Producer,232,"1,240",,-Kirby '08 BMW M3 '07 SL550 50th Edition - ITZGONE! '06 Lamborghini Gallardo '05 BMW M3 - ITZGONE! '04 Cayenne S '03 911 Carrera,NA
Global,2017 - Maserati Quattroporte FL,post-787697,"Apr 7, 2016",maragulon,,#1,,,Poland,Male,NA,419,"1,313","Focus C-MAX,BMW e36 318is, BMW e46 330Ci,BMW E92 M3, Ferrari 458 Italia",,NA
Global,Maserati Quattroporte (VI),post-620221,"Jan 27, 2013",deity,"Damn...gotta agree with K-A here. That looks really, really cheap. It looks almost exactly like the Avalon/KIA. And the sad part is is that they've come out months/years before the quattroporte too...uh oh.",#177,,NA,NA,NA,NA,923,526,,,NA
Global,Maserati Kubang,post-535171,"Sep 13, 2011",Pagani,I have heard this is based on the Jeep Grand Cherokee,#5,,NA,NA,Male,NA,"1,610",683,S63 E Performance,Life-long Mercedes fan.,NA
Global,Maserati Kubang,post-535352,"Sep 14, 2011",Omarus,"It looks korean.,People will buy it, because it's Maserati. Just like they did with extremely ugly first generation Cayenne.",#19,,,Moscow.,NA,NA,54,10,,,NA
Global,Official: Maserati GranTurismo MC Stradale,post-605214,"Oct 26, 2012",JLBM,"What antiquated interior switchgear these Mazzers have. Totally unacceptable at the price. My F10 was light years ahead. And the plastic lenses of the rear lights feels like they are from the 1990's.,Not a fan..",#37,,,"Johannesburg, South Africa",Male,NA,"1,379","1,202","2017 F15 X5 M50d,2017 Porsche Cayenne diesel",,NA
Global,Maserati Quattroporte (VI),post-659461,"Sep 10, 2013",kip,,#219,,NA,NA,NA,NA,401,455,,,NA
Global,Official: Maserati GranTurismo MC Stradale,post-796530,"Jun 23, 2016",Thiago,Maserati Granturismo MC Stradale,#47,,April 4,Brazil,Male,NA,185,204,,,NA
Global,2014 Maserati Ghibli,post-633001,"Apr 9, 2013",klugscheisser87,"Hmm i see i am the only one here who thinks this thing is ugly:S Exterior design reminds me somehow of Infinity and Kia, nothing about Maserati.,Interior is the worst part here, maybe in different color options it would not look so asian.,I really miss the distinctive look of the 2003 Quattroporte:/",#13,,,"Málaga, Spain",Male,NA,720,"1,083",Porsche 911 and Mercedes G230,,NA
Global,2014 Maserati Ghibli,post-632980,"Apr 9, 2013",PHYBENZ,Chrysler Window switches. Air vents remind me of the new Cherokee. It's ok.,#4,,"Dec 28, 1979
										
											(Age: 43)",NA,NA,NA,"2,819","2,680",1963 Mercedes 220Sb,"My website: New, Videos, Pictures on Professional Miami Hurricanes: procanes.com",NA
Global,2014 Maserati Ghibli,post-632999,"Apr 9, 2013",ACE,"Exterior: looks good.,Interior: leather looks good, plastics look cheap.,The prices quoted by Autocar look quite competitive,V6 3.0 diesel = just under £50k,V6 3.0 petrol 330hp = £~55k,V6 3.0 petrol 410hp = just over £60k",#11,,,London,NA,Investment Banking,880,691,"Ferrari 488 GTB,BMW F80 M3,Porsche 997 C4S,BMW F10 M5,BMW F30 335i,Audi B8 S4 3.0T,Audi Q7 3.0TDi,BMW M3 E46,Ferrari Daytona SP3",,NA
Global,2014 Maserati Ghibli,post-633665,"Apr 15, 2013",Tomaz,"The Ghibli nor the QP uses the 300's LY platform. it uses segments of it (Floorpans and switch gear). anyone who think otherwise is clearly blind... As HUGE as the New QP is, it only weighs 4100lbs and thats with the TTV8.. the smaller Hemi 300/Charger weighs up to 4200lbs before adding AWD... The Platform that the Ghibli is one will soon be found on the 300 and Charger. Fiat is is doing what Chrysler done with the Fiats Giulietta's Platform. updating it for a new Generation. by the time They were done, its no longer that same Platform.",#36,,"May 17, 1984
										
											(Age: 39)","Landover, Maryland",Male,NA,2,2,,,NA
Global,First Drive: 2009 Maserati GranTurismo S Automatic,post-969566,"Apr 1, 2020",Yaz,Bots have to start somewhere,#5,post: 969539,,New York City,Male,NA,"5,162","4,234",Lexus GS-F,"""///AMG, an unending rush of power and adrenaline!""",NA
Global,First Drive: 2009 Maserati GranTurismo S Automatic,post-969530,"Apr 1, 2020",sakido,it is a great car,#2,,NA,NA,NA,NA,2,1,,,NA
Global,2018 Maserati GranTurismo,post-842570,"Jun 28, 2017",Sunny,"This.,And somehow this reminds me of a Mazda -",#19,post: 842562,,SF,Male,Software Engineer,"12,445","15,764","2016 GT4,2011 997.2 GT3,1999 E36 M3,2000 Subaru Legacy GT,1984 VW Rabbit,1999 VW Jetta,McLaren F1 LM, GT3 RS 4.0",,Premium Supporter
Global,2018 Maserati GranTurismo,post-842562,"Jun 27, 2017",sako97,"There are certain facelifts that actually make a car look older rather than fresher. This is a good example.,The rear wheel offset has always looked terrible on the Granturismo because of Skyhook. The wheels look a little lost in the body work. Wheel spacers have been a popular modification as a result.",#17,,,Manhattan.,NA,Attorney,"5,475","14,974","993 Carrera “RS”,Aston DBS,Panamera Turbo,RR Autobiography,S63 Coupe",,NA
Global,2018 Maserati GranTurismo,post-842537,"Jun 27, 2017",Giannis,"I'd buy it just for that, and for the fact that I'd be driving something different from the everyone-and-his-mother-has-one 911.",#14,post: 842525,,Greece,NA,Civil Engineer,"17,613","13,484","'05 Volvo S60 2.0T,'02 BMW 520i (E39),'90 Renault Clio 1.4 RT","A fan of old school lift-off oversteer french hatchbacks, proper steering feedback and manual gearboxes. A proponent of turbocharging, when done right. A german cars enthusiast that waits for the economy to resurrect and fill his garage with a few 911s, a 5er and a proper Benz.",Staff member
Global,2018 Maserati GranTurismo,post-842534,"Jun 27, 2017",donkeykong,Was expecting something huge! Oh wells...,#12,,NA,NA,NA,NA,"3,755","3,753",,,NA
Global,2014 Maserati Ghibli,post-641905,"May 30, 2013",ffforever,The blue looks fantastic! It might look even better in real life.,#80,,NA,NA,NA,NA,100,60,,,NA
Global,2018 Maserati GranTurismo,post-842519,"Jun 27, 2017",martinbo,"Came into this thread, all excited for a new Gran Turismo... another Maserati disappointment.",#6,,"Oct 28, 1971
										
											(Age: 51)",Johannesburg,Male,SAP Business One,"18,061","26,161","MY15 320d LCI Sport Line,MY14 Forester XT,MY13 Boxster S,MY11 Forester XT,MY09 WRX,MY09 Forester XT,MY07 Forester XT,MY05 Forester XT,2003 Polo 1.6,2001 Golf IV GTI,BMW M4 ; 911","Avid car enthusiast,Driving and Diving,""Broken hands begging at the altar of the grey commute; so much so, it's untenable.""",Staff member
Global,2022 All-new Maserati Granturismo,post-1171215,"Oct 3, 2022",TopspeedPT,"The Folgore weights 2,260kg already!",#20,post: 1171152,,Portugal,Male,NA,"3,027","6,620",,,Supporter
Global,2018 Maserati GranTurismo,post-842499,"Jun 27, 2017",bombardier01,"Seems like another facelift for this OLD GranTurismo.,From their official Instagram account:",#1,,"Oct 26, 1984
										
											(Age: 38)",NA,Male,NA,665,"1,340",2006 BMW 320i E90,,NA
Global,2022 All-new Maserati Granturismo,post-1171207,"Oct 3, 2022",Serpens,"Jokes aside, the Grecale interior has me feeling good that it will have an appropriate interior this time around.",#19,post: 1171202,NA,NA,Male,NA,"4,019","5,089",,,NA
Global,2022 All-new Maserati Granturismo,post-1171189,"Oct 3, 2022",Ghost1,Still no interior photos? Facepalm.,#17,,NA,NA,NA,NA,300,376,,,NA
Global,2022 All-new Maserati Granturismo,post-1171187,"Oct 3, 2022",Matski,Certainly better looking than the two or three generations that preceded it.  Would be nice if they could do the same same kind of this with the saloons.,#16,,February 23,United Kingdom,Male,NA,"9,489","17,199","'06 E90 320Si (Typ. VF72),'87 E28 528i (Typ. 4172),'83 E24 635CSi (Typ. 5332),'88 E30 320i 4-dr Saloon (Typ. 1442),'83 E28 520i (Typ. 4072),'92 E34 525i Tourer (Typ. HJ52),'97 E36 328i Sport Coupe (Typ. BG22),'00 E46 320d Tourer (Typ. AX72),'04 E87 120d (Typ. UG52),Alpina B7 Turbo (E24 basis)","We'll be enjoying beautiful blue skies, and golden sunshine, all along the way. Everyone, have a great day.",Staff member
Global,2022 All-new Maserati Granturismo,post-1171185,"Oct 3, 2022",bmwz4coupe,"Beautiful car, absolutely. But looks like a facelift of the previous. And have less carismathic engines.,I would buy an used GT; save a lot of money and have more fun.",#15,,,Madrid/Brussels,Male,NA,"2,867","1,807",,,Supporter
Global,2022 All-new Maserati Granturismo,post-1171157,"Oct 3, 2022",Jo_Sta7,Completely bland and forgettable in every single way. Geez.,#13,,September 23,"Pittsburgh, PA, USA",Male,NA,881,"1,183","2019 BMW M5C, 2017 Chevrolet Camaro ZL1, 2017 Acura NSX,Ferrari 458, Bentley Continental, Rolls Royce Ghost,Ferrari F50",,Premium Supporter
Global,2022 All-new Maserati Granturismo,post-1171121,"Oct 3, 2022",Gianclaudio,"Which also happens to have a Ferrari engine: future classic in the making.,I like this new, ever upcoming Gran Turismo, but could have been better for sure. The 3200 GT and previous Gran Turismo are beautiful yet different cars, and doesn't add nothing to the bloodline",#10,post: 1171097,,Hannover,Male,NA,"3,653","4,603",,,NA
Global,2022 All-new Maserati Granturismo,post-1171176,"Oct 3, 2022",dalab,"Basically the body does not have any changes, it is only a deep LCI of the front, only of the front...,It is totally outdated in design, besides it is the same as the old one, this will be discussed today and tomorrow and never again, bad and cowardly decisions",#14,post: 1171157,NA,NA,NA,NA,"9,546","10,574",,,NA
Global,2014 Maserati Ghibli,post-659730,"Sep 11, 2013",C4L,,#138,,,The D,Male,NA,348,106,"2015 Audi A3 2.0T Quattro,2014 Jeep Grand Cherokee Limited,2013 CC 2.0T,2010 MK6 GTI,2010 CC 2.0T,2007 Kawasaki ZZR600,2007 Subie Legacy,2006 MK5 GTI,Others not worth mentioning...,Audi RS7, Evora 400",,NA
Global,2022 All-new Maserati Granturismo,post-1171106,"Oct 3, 2022",Ozy,Worst car reveal ever…,#5,,NA,NA,NA,NA,"1,016","1,510",,,NA
Global,2022 All-new Maserati Granturismo,post-1171104,"Oct 3, 2022",Centurion,"""Maserati has not finished the GT’s long-winded launch program just yet, as it won’t reveal pictures of its interior until January next year."",w00t??? Why treat it like the car as if it's the next Pope. why the secrecy?",#4,post: 1171095,,London,NA,NA,"32,821","20,542",,,NA
Global,2022 All-new Maserati Granturismo,post-1171111,"Oct 3, 2022",Rolf,"What a stunning car, a classic beauty.",#7,,July 7,Saudi Arabia and South Africa,Male,Project Manager for Farting Competitions,"12,473","16,395","2016 Mercedes E200 AMG (W213),2016 Mercedes E200 AMG (W213),1981 VW Golf 1 (1.3GL),1985 Honda Ballade 130 (flip up lights),1988 VW Golf 2 (1.8 GTI 8valve),2001 Opel Corsa 3dr (1.6 GSI),2001 VW Golf 1 Citi (1.6i),2004 Opel Corsa 4dr (1.6),2006 Honda City (1.5 Vtec) -Thailand,2002 Peugeot 307 SW (1.6),2011 VW CC 1.8T DSG,2005 BMW 320d (E90) A/T,2013 Volvo S60,Porsche 918, Pagani Huayra, Lamborghini Aventador, Mercedes S63 AMG Coupe, AC Cobra 427","I have been a car fanatic since I was a kid. I have been collecting various car magazines from South Africa (CAR/TOP CAR/DRIVE/WHEELS) as well as German (AMS/Auto Bild/Auto Zeitung) and British (Autocar, CAR, Top Gear, EVO, WhatCAR) since 1984. Have over 1000 car magazines in my collection. My favourite main stream brands are BMW, Mercedes and Volkswagen. My parents owned various classic Mercedes models when I was young, 1974 W114 230-4, 1979 W123 230, 1975 W116 350SE A/T and also 1986 E30 BMW 318i A/T and 1974 VW Passat 1.6. I enjoy going to motorshows and racing/drag strip events with supercars and modified main stream cars. I also enjoyed attending car audio sound shows.",Premium Supporter
Global,2014 Maserati Ghibli,post-680419,"Feb 4, 2014",JusticeCar,"I see Maserati is trying to make a big run at the 5 Series/E Class/A6 drivers with the Ghibli. There is no Maserati dealership anywhere near me so I don't really even have the option of trying out the new Ghibli, but for those of you who have seen or driven one what are your thoughts on it?  Would you rank it ahead of any of our beloved Germans?,Thanks in advance for your respective insights.",#156,,"Oct 14, 1971
										
											(Age: 51)",NA,Male,NA,124,116,,,NA
Global,2022 All-new Maserati Granturismo,post-1171098,"Oct 3, 2022",SCOTT27,Gorgeous. We need this kind of influence to rub off on mainstream Italian cars. They need to become far more sexy and individual especially the replacement for the millennium-old Fiat Punto.,#3,,,"Berlin, Germany",NA,NA,"18,627","23,495",Dark Frozen Red Sorbet.,Hail...COBRA.,NA
Global,2022 All-new Maserati Granturismo,post-1171097,"Oct 3, 2022",tristatez28lt1,"Looks like a nice car. Horrible, confusing launch. It's sadly overshadowed by the gorgeous previous gen - this one doesn't measure up.",#2,,February 8,Los Angeles,Male,NA,"6,205","9,572",,"Cars, music, women, sports",Premium Supporter
Global,2022 All-new Maserati Granturismo,post-1171095,"Oct 3, 2022",Merc1,"The full reveal is happening now.,Edit: still no interior pics.,M",#1,,,"Frisco, TX, USA",Male,NA,"37,083","32,871","2013 BMW 650i,2010 Lexus IS250,1999 MB S500,1987 Nissan Maxima, 1993 Ford Probe GT, 1997 Mitsubishi Spyder GST, 2003 CLK430 Cabriolet.","Automobiles/Music,Garage: 2013 650i Coupe w/M-Packet, 2010 Lexus IS250 AWD, 1999 Mercedes-Benz S500.",Premium Supporter
Global,2014 Maserati Ghibli,post-836052,"May 4, 2017",anti-VAG,"Production on MY18 Ghibli will start in July with a delivery forecast of September.,• Ghibli, Ghibli GranLusso, Ghibli GranSport,• Ghibli S, Ghibli S GranLusso, Ghibli S GranSport,• Ghibli SQ4, Ghibli SQ4 GranLusso, Ghibli SQ4 GranSport,• Engine Power Upgrade on all S Models – 404hp to 424 HP,• Premium Package (Blind Spot Assist, F/R parking sensors, remote start) now standard on all models,• GranLusso and GranSport Models for all HP levels,• New Front/Rear Bumpers,• GranLusso and GranSport models include specific bumpers,• New front grill with chrome ribs,• Electric Power Steering,• Electrically-lockable glove box,• Soft Close Doors,• Fully Adaptive Matrix LED Headlights,• New Driver Assistance Features available in Driver Assistance Package:,• Active Blind Spot,• Active Lane Keeping Assist,• Highway Assist,• Traffic Sign Assist,• Black Package",#189,,,Mediterranean Sea,Male,NA,354,452,,,NA
Global,Marchionne: Maserati to ‘switch all of its portfolio to electrification’,post-847550,"Aug 4, 2017",EnI,"Just a remark: ""electrification""  also means MHEVs and PHEVs, not necessarily BEVs only.",#2,,NA,NA,Male,NA,"14,031","12,872",,,NA
Global,Maserati Karif Compact Crossover,post-914222,"Dec 3, 2018",BlaZain,"That is quite a distasteful comment Klier on a forum where members come from many parts of the world!.,Obviously Maserati have been desperate for most of their history by your reckoning. I wonder if you have ever given much thought to the origin/meaning of these names?,Ghibli, Merak, Levante, Alfieri, Khamsin...,All Middle Eastern...desperate indeed.",#4,post: 914220,,"San Francisco Bay Area/Nottingham, England",NA,NA,132,61,"2006 BMW 330i,,2003 Audi A4 Cabriolet,1998 Mercedes C180 Sport,2003 Audi A6 3.0,2003 Golf 1.8T GTI,1997 BMW 320i M-Tech Sports Package,1996 BMW 316i M-tech Sports Package,1991 BMW 520i Sports Package,1990 Porsche 944s,1988 Volvo 740 GLT Turbo,1987 Nissan B,2010 911 Porsche Turbo (997.2)","Men judge generally more by the eye than by the hand, for everyone can see and few can feel. Every one sees what you appear to be, few really know what you are.",NA
Global,Happy 50th Anniversary Maserati Indy,post-937863,"Jul 2, 2019",M.N.D,"I can't say that I recognize this particular Maserati, but the general design of the Italian sportscars of the 60's and the 70's is beautiful, and I remember that many of the toy small cars that I used to play with having the design of these models.,To think that this car is from a time when the market was mostly consisted of family saloons, hatchbacks and sportscars...",#2,,,California,Male,NA,"1,287","1,316",,,Staff member
Global,Maserati Karif Compact Crossover,post-914212,"Dec 2, 2018",Mii,"The Karif, as it is named, has a very dynamic exterior design. At the front, it carries the car brand’s signature grille, flanked by a couple of fog lamps, which sit under the slim headlights. An aggressively styled front apron, hood, wide fenders, curvaceous rear end, sloping roofline and large wheels complete the design.,A compact crossover by Maserati would enter a much wider market segment, rivaling the likes of the Mercedes-Benz GLC and GLC Coupe, BMW X3 and X4, and Porsche Macan. Whether it would be able to convince enough buyers is a different story altogether, but given that consumers still flock to SUVs, we wouldn’t be surprised if Maserati eventually made such vehicle. Especially since sister company Alfa Romeo already has the Stelvio on the market, which could be used to underpin a smaller Maserati SUV.,Source: https://www.carscoops.com/2018/12/maserati-karif-digital-premium-compact-crossover-trident-brand/",#1,,NA,NA,NA,NA,632,"1,172",,,NA
Global,Maserati Levante,post-782861,"Mar 1, 2016",Fido,"Front = aggresive and sport vs rear = cheap and very, very regular with a side profile from Infiniti. Respect to the interior, I'm agreed with Giannis, this interior doesn't deserves of the Maserati badge.,I hope to be wrong, but I don't want to think that they use this Levnante for the design of Alfa Stelvio...",#14,,"Jul 24, 1978
										
											(Age: 44)",NA,Male,Photographer for Car Press Magazines,558,663,,,NA
Global,Maserati Levante,post-782782,"Mar 1, 2016",rollo,I think it looks very similar to an Infiniti cross-over.  Anyone else?,#11,,,U.S.A.,Male,President & CEO,"2,718","1,964","2017 Porsche Cayenne GTS and 2017 Porsche 911 4S CAB, 2019 BMW X7",,Premium Supporter
Global,Maserati Levante,post-783698,"Mar 7, 2016",gdm,"The material looks high quality,beautiful.",#22,,"Jun 16, 1970
										
											(Age: 53)",NA,Male,NA,613,970,,,NA
Global,Maserati Ghibli and Quattroporte Trofeo,post-987542,"Aug 10, 2020",Robbie,"I'm going to have to disagree with you Martin.  These current generation Maseratis are not worthy of the brand.  Yes, they have great engines (other than the diesel, which is average), and they look OK, but there's too much FCA stuff going on, and the interiors are so average, as to completely ruin the brand for me.,For me, as a car enthusiast, when I see one, my first instinct is - there's a sucker!",#5,post: 987515,"May 11, 1974
										
											(Age: 49)","Johannesburg, South Africa",Male,Banker,186,179,,,NA
Global,Maserati Levante,post-783718,"Mar 7, 2016",bmwownage,"tried too hard with the front, it looks so frekin angry that it lacks the elegance imo.,Then you go to the rear, i was expecting some hardcore unexpected lines and lights but hey, there is just the standard mazzer tail light stuck on it. underwhelming.",#23,,"Feb 20, 1987
										
											(Age: 36)",NA,NA,NA,"1,424",376,,,NA
Global,Maserati Ghibli and Quattroporte Trofeo,post-987517,"Aug 10, 2020",Porsche Guy,True sleeper sedans. Makes me miss the days of the e39 M5 with its subtle styling.,#3,,NA,NA,NA,NA,"1,368","1,030",,,NA
Global,Every Maserati to have an EV Variant by 2025,post-1059352,"Mar 17, 2022",SNB,it’s apparently 1200hp,#2,,NA,NA,NA,NA,184,168,,,NA
Global,Maserati Levante,post-823499,"Feb 1, 2017",slicknick,This...I've really tried to like this car...for months...but still not feeling it at all,#100,post: 823493,"Nov 30, 1983
										
											(Age: 39)",NA,Male,NA,"3,284","3,866",Ferrari F40,,NA
Global,Maserati Levante,post-816266,"Nov 25, 2016",fredilon,I saw one recently. It really looks better than  the pics.,#89,,"Oct 15, 1964
										
											(Age: 58)",NA,Male,NA,60,25,,,NA
Global,Every Maserati to have an EV Variant by 2025,post-1059349,"Mar 17, 2022",WBarnes,,#1,,,NYork,NA,NA,"7,860","4,021",,,Supporter
Global,Maserati MC12 Corsa,post-692954,"Apr 27, 2014",RS2000 4X4,,#1,,"Dec 23, 1976
										
											(Age: 46)",Belgium,Male,Account Manager,445,284,"Ford Escort RS 2000 4X4,Kia Rio (Company Car),Ford GT",,NA
Global,Maserati MC12 Corsa,post-1077294,"Jul 21, 2022",RacingLover,"Real 0-300 test, some doubt Maserati's initial claims that the car can accelerate from 0 to 200 in 6.4 seconds",#23,,NA,NA,NA,NA,26,49,Renault Logan,,NA
Global,[2021] Maserati Granturismo,post-1039689,"Sep 11, 2021",trader1,"Gonna be a tough call versus the new SL. Looks wise my sense is that the GT will have the edge. The question is, will the notorious quality issues with the brand get in the way of a purchase decision? A first year run in theory would make it an even worse proposition. Anecdotally, I'm not hearing great things about the levante. When I briefly considered the Ghibli years ago I was turned off by my research on reliability. I'm guessing there isn't much time left to get on lists given the known industry issues with supply chain etc, not to mention demand. Let's see but if the Masa packs a v8 will be a tough call.",#79,,NA,NA,NA,NA,121,214,,,NA
Global,Maserati MC12 Corsa,post-901654,"Sep 6, 2018",bialkov,,#22,,,Bulgaria,Male,NA,"1,079","2,144","2011 Jaguar XF; 2009 BMW X5 3.0i;,2005 Jaguar X Type 2.0 D; 2002 Jaguar S Type 3.0i; 2000 Citroen Xsara Picasso 1.8i; 2002 BMW X5 3.0i;,Mercedes S650 Maybach",,Supporter
