section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_birthday,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_car,user_about,user_member_type
Pagani,Haha I Knew It,post-3513,"Oct 9, 2005",Kleemann_SL,"Kudos to ZondaF, and Artist",#4,,NA,NA,NA,NA,493,1,,,NA
Ford / Lincoln,TopGear: Mustang Boss 302 First Drive,post-524386,"Jul 4, 2011",330CIZHP,"Bravo Ford! What an excellent read and the car is amazing.,Ford is making huge leaps. I sat inside a Ford Focus yesterday and as bizzare as it sounds, I was shocked at the level of quality, attention to details and luxury amenities and high-tech technology everywhere I saw inside it. Touching and feeling everything, it screamed high quality and refined materials. Not something you expect in an economy car.",#3,,NA,NA,Male,NA,"2,447","1,554","BMW 330 CI ZHP 6 speed manual,Lexus LFA Nurburgring Edition",2016 Lexus RCF Carbon Fiber/Performance Package and TVD - 5.0 Liter V8 471 HP,NA
Ford / Lincoln,Ford Mustang Boss 302 returns,post-511121,"Apr 8, 2011",Soup,[image no longer available],#10,,NA,NA,NA,NA,"8,313","23,023","A to Z,Formula-One 1:43",,Premium Supporter
Ford / Lincoln,In SA we are not used to PREMIUM pick-up's,post-523837,"Jun 29, 2011",Hein,"Ja, that new Ranger is a very handsome bakkie, it's the one I'd have, and I never thought I'd say that becuase if you live on the westrand and you drive a Ford bakkie it could def create a certain image LOL.",#5,,,Johannesburg SA,NA,NA,67,10,,,NA
Ford / Lincoln,Ford Mustang Boss 302 returns,post-475623,"Aug 16, 2010",Padi,"Quad?,Nice car BTW",#8,post: 475617,June 23,"Helsinki, Finland",Male,NA,"1,061",652,e61 and F10 M5,"Cars, tennis, gym, running, skiing and FR/DH mountain biking",NA
Ford / Lincoln,In SA we are not used to PREMIUM pick-up's,post-512308,"Apr 15, 2011",fortuner,"I see the AMAROK is doing very well here in our area..,I so wish Mercedes made a double cab maybe based on the VITO...,It will never happen but hey it would be cool...",#3,,"Apr 18, 1976
										
											(Age: 47)",south africa,Male,NA,"5,022","3,950","E350 CDI,R320CDI,C320CDI,ML350 BLUETEC.,ML 320CDI 06,CLS 350 06,C32 AMG 04,SLS AMG",,NA
Ford / Lincoln,Ford Mustang Boss 302 returns,post-475614,"Aug 16, 2010",Karabiner98k,"Excellent!,At last Americans learned how to build a proper DOHC engine with variable valve timing and proper gearing rather than OHV engines and tall gearing.",#5,,,Iran,Male,NA,"1,502","1,790",MC LAREN F1,,NA
Ford / Lincoln,TopGear: Mustang Boss 302 First Drive,post-524377,"Jul 3, 2011",donau,Who would have believed this a few years ago - The Mustang is just getting real attractive (performance and handling) at a very competitive price to say the least.,#2,,"Apr 29, 1954
										
											(Age: 69)",NC USA/SW Finland,Male,NA,"1,425",129,"2013 BMW 550i,1972 Chevy Firenza,1975 Valiant VIP,1960 Ford Anglia,1975 Alfasud,1980 VW Golf,1986 Buick Century,1989 Buick Century,1988 Nissan Sentra,2001 MB E320,2003 MB E320,1989 Porsche 930,1992 GMC vanDura 2500","Automotive History,1989 Porsche 930 - M48 - G64/51",NA
Ford / Lincoln,2013 Ford Mustang Debuts at the 2011 Los Angeles Auto Show  (Must Read This!),post-545128,"Nov 15, 2011",tristatez28lt1,Yes it is possible to buy the car with the stripe delete. And they look so good.,#15,post: 545099,February 8,Los Angeles,Male,NA,"6,187","9,542",,"Cars, music, women, sports",Premium Supporter
Ford / Lincoln,2013 Lincoln MKZ Concept,post-555554,"Jan 10, 2012",mini_cooper4,"I really haven't seen a car that ugly...,Interior is nice but wtf did happened with the exterior????",#10,,NA,NA,Male,NA,"5,646","2,660",Sold: BMW 1M 2011 and X5 3.0d 2007 Black/Black Leather * BMW M5 2007 SMG White/Black Leather and BMW 730d 2003 Beige/Beige Leather * Stolen: BMW 318d 2008 Sparkling Graphite/ Beige,,NA
Ford / Lincoln,2013 Lincoln MKZ Concept,post-555594,"Jan 10, 2012",bombardier01,"Actually.. i like it!,Pretty good for a Lincoln, very sleek, but it does need bigger headlights and more proportional grille not like the current line-up which is way too big.",#16,post: 555554,"Oct 26, 1984
										
											(Age: 38)",NA,Male,NA,665,"1,340",2006 BMW 320i E90,,NA
Ford / Lincoln,2013 Lincoln MKZ Concept,post-555583,"Jan 10, 2012",SKY,Love that interior.,#12,,,"Madrid, Spain",Male,NA,"10,620","7,634",,,NA
Ford / Lincoln,Ford Focus ST [road tests],post-582309,"Jun 11, 2012",Deckhook,"The new A3, surely that's a modern hatch to like?,As for this Focus ST, on seeing this for the first I actually thought this blue one wasn't a Focus at all but was the S-Max ST. lol",#5,post: 582289,NA,NA,NA,NA,"5,823","1,256",,Range Rover Sport HSE - The ultimate Sports Utility Vehicle,NA
Ford / Lincoln,2015 Ford Focus RS Spy Shots,post-628902,"Mar 19, 2013",JHF,,#1,,NA,NA,Male,NA,"3,522","7,817",,,NA
Ford / Lincoln,SPIED! Ford Focus Facelift / RS,post-632114,"Apr 3, 2013",Will,"you guys have got it spot on, what ever they do with the redesign won't fix those fugly tails",#6,,,"Manchester, UK",Male,AutoTrader,404,228,"Vauxhall Corsa 1.2,Seat Ibiza 1.2,BMW Z4 E85 2.0,Seat Leon Cupra 300,Audi A5 2.7,BMW M3 (E90)",,NA
Ford / Lincoln,SPIED! Ford Focus Facelift / RS,post-632059,"Apr 3, 2013",zooki,yeah the rear lights arent so good!,#5,,"Dec 30, 1983
										
											(Age: 39)",NA,Male,NA,4,2,,,NA
Toyota,LA 2009: 2011 Toyota Sienna could wear a Lexus badge,post-460193,"May 5, 2010",Floydian,Yes the seats are nice but that dash is awful,#15,post: 427854,,Istanbul (Turkey) and Exeter (UK),NA,NA,41,15,"2007 VW Golf GTI DSG, 2010 VW Passat Highline 2.0TDI DSG, 2001 SEAT Leon 1.9TDI Signo..,Aston Martin-Any model any time",2007 GTI,NA
Toyota,LA 2009: 2011 Toyota Sienna could wear a Lexus badge,post-460398,"May 5, 2010",mentir,"Can't believe I'm about to ""defend"" a Toyota Minivan of all things, but the article's headline is misleading...,I was confused at first by the article's poorly constructed headline. This isn't destined for re-badging. The author is trying to make the point that this Toyota is as nice and luxurious as a Lexus. It is poorly worded, since the headline at first glance makes it seem like Toyota is considering re-badging the car as a Lexus.,The third row appears upholdersted in the same leather as the other seats, as seen in the pictures. The backs of the third row seats are carpeted, because they fold flat.",#19,"post: 460384,post: 460203",,"Colorado, USA",NA,NA,109,115,"Jaguar XJL Supercharged (X351),Jaguar I-Pace (X590),Jaguar XJR (X350)",,NA
Ford / Lincoln,SPIED! Ford Focus Facelift / RS,post-630386,"Mar 26, 2013",Mark,,#1,,,"Tampa, FL",NA,NA,"16,982","6,557","2011 BMW X5 xDrive35d (E70),2006 BMW 650i Cabriolet (E64),1999 Mercedes-Benz C230 Kompressor (W202),1998 Mercedes-Benz E320 (W210),1994 Jaguar XJ6 (XJ40)",,Staff member
Toyota,Possible RWD hatch in honor of Naruse,post-474964,"Aug 11, 2010",Makini,Yeah that would be nice in honor of their fallen petrol head.,#2,,May 7,Nairobi.,Male,Marketer.,316,107,"2015 Volkswagen Tiguan Sport & Style 2.0TSI DSG,2013 Volkswagen Amarok HL Bi-TDI AG8,2009 Volwagen Touareg 3.0 V6 TDI AG6,2011 Volkswagen Passat CC 1.8TSI DSG-7,2005 Volkswagen Passat Variant 1.8T MT,1990 Nissan Bluebird RU12 2.0 SSS.,1997 Subaru Impreza WRX Hatchback.,2003 Volkswagen Jetta Highline 1.9 TDI.,2006 Volkswagen Touareg 2.5R5 TDI AG6,2007 Volkswagen Passat Comfortline 2.0 TDI.,2014 Volkswagen Tiguan S&S 2.0 TSI DSG,(Bike) Honda CB1000R",Speak softly but carry a big stick...,NA
Toyota,BREAKING: Toyota's chief test driver dies behind wheel of LFA in Germany,post-468256,"Jun 24, 2010",Wunderkind,"looks like the LF-A was on the wrong side of the road.......................They do drive on the left hand side in Japan. So the LF-A driver might have had a momentary lapse of concentration.,God bless him and also to the two occupants in the BMW for a speedy and full recovery.,It looks like a 40% frontal offset accident. Precisely the type of offset frontal crash that Mercedes engineers have warned NCAP for a long time.",#13,,NA,NA,NA,NA,"2,274","1,240",,,NA
Toyota,BREAKING: Toyota's chief test driver dies behind wheel of LFA in Germany,post-468235,"Jun 23, 2010",Laurent T,"RIP, that's sad news.,Curious to understand what went wrong - obviously, one driver is on the wrong side of the road!",#7,,,Paris,NA,Engineer,"2,217","3,157",,"Cars, photography, food,My blog on the McLaren 720S : http://mclaren720s.over-blog.com/",Premium Supporter
Toyota,BREAKING: Toyota's chief test driver dies behind wheel of LFA in Germany,post-491135,"Nov 30, 2010",TRLM,"It is always sad to see the loss of a life, but to go out doing what you love is something I wish would happen to me.  Preferably in my sleep...,RIP",#25,,NA,NA,NA,NA,8,5,,,NA
Toyota,"Despite tough year, Toyota finishes 2010 with best-selling car, brand and luxury",post-495071,"Jan 6, 2011",MBFanToDeath,That thing is ugly as hell,#4,post: 494947,July 20,Mercedes-Benz World,Male,Designer,906,"1,561","2006 W 211 E 220 CDI Avantgarde,2001 W 168 A 160 Classic,1976 W 115 200 D,1980 W 123 240 D,Mercedes-Benz","AKA: AndInHeavenToo xD,Design, Daimler AG,The best or nothing.",NA
Toyota,Toyota suspends sales of 8 models in recall,post-440315,"Jan 30, 2010",Sovereign,"I think that Toyota would be alright in the long run. In short run they may face some backlash from customers who switched from other brands but the core customer may forget and forgive because of the high reputation of Toyota that is gained over many decades. It is really amazing that Toyota builds so many units of so models but their quality reputation was intact until recently. It shows that their systems and stratgies are very effective. It might be that the pressure to become number one quickly may have overlook some of the quality standards in their new cars.,Brands are not built overnight and similarly the competitve advantage they gain over the years make them afloat in the bad times too. Mercedes Benz is the ideal case to study in this area. Back in late 1980s Audi was in the process of crafting its upmarket reputation in USA. The image wasnt established back then and thats why Audi had to start alll over again IMO.",#25,,NA,NA,Male,Academics,721,753,"VW Beetle,Toyota,Mercedes w100 (600)","cars, pc gaming,""Engineered like no other car in the world"" The best line in the automotive business. Gone but not forgotten.",NA
Toyota,BREAKING: Toyota's chief test driver dies behind wheel of LFA in Germany,post-488708,"Nov 11, 2010",OBR,RIP to a great legend...,#23,,NA,NA,Male,NA,60,17,,,NA
Toyota,Toyota suspends sales of 8 models in recall,post-441856,"Feb 7, 2010",See Ya,"Audi drivers were stepping on the gas pedal when they thought they were stepping on the brakes. I can't help stupid drivers. Besides the most powerful engine on a vehicle are its brakes...how can the engine overcome those?,I would hope not, or we'd be left driving unreliable cars.,There is a reason why Japanese manufacturers have always been on top with respect to customer satisfaction and reliability...and why everyone else ranks way down the list.,I drive a Honda because I can get from A to B without spending any money over ten to fifteen years of ownership.,I drive a Porsche because that is how a car should drive.",#70,"post: 439502,post: 439502",,Right Here,Male,NA,79,178,"1995 Porsche 911 Carrera 2 (993) - 2013 VW Jetta TDI,BMW 3 series - nice, but it ain't no Porsche.,I have it.","All the best, Alex,Real driver's cars do not have cup holders.",NA
Toyota,Official:  2012 Toyota Camry,post-531865,"Aug 23, 2011",rollo,"Absolutely horrible.  Agree it looks more like a Honda, albeit still poorly executed.",#7,,,U.S.A.,Male,President & CEO,"2,715","1,960","2017 Porsche Cayenne GTS and 2017 Porsche 911 4S CAB, 2019 BMW X7",,Premium Supporter
Toyota,Official:  2012 Toyota Camry,post-531856,"Aug 23, 2011",Nicks,It's much more Honda than Toyota,#5,,,"Russia, Saint-Petersburg",Male,NA,600,176,W204 C300 4matic,,NA
Toyota,Official:  2012 Toyota Camry,post-531855,"Aug 23, 2011",deity,"Why does Toyota like that red so much? So hideous...,Very unoffensive once again, has Acura TL like headlights.",#4,,NA,NA,NA,NA,923,526,,,NA
Toyota,Toyota FT-86 II Concept at Geneva,post-512094,"Apr 14, 2011",FC123,"1100 kgs, and lower center of gravity than a Boxster... Color me impressed, if that indeed turns out to be real.",#31,post: 512093,NA,NA,NA,NA,555,313,"MY11 Audi A1 TDI,MY07 Ford Focus 1.6 TDCI 109,MY07 997 Turbo (with mods...),MY84 W126 280 SE,E30 M52 transplant,MY09 Audi S3 Sportback,MY93 Do-Luck Supra,MY95 Toyota Supra,Audi 100,Mitsubishi Galant GTI,Mercedes-Benz w123 230E,BMW E32 730i,MY93 Subaru Legacy,Ford Escort,Ford Focus,Paid for original SLR, GTO or Royale.",Do tuners dream of turboed wolfs - in sheep's clothing?,NA
Toyota,2012 Toyota Camry Hybrid,post-527938,"Jul 30, 2011",wookieecrisp,"Okay. Overall, the design is really messed up.,The front and rear sections as well as the C-pillar are so bluntly cut and share no common ideas with the side at all.,The tail lights are so awkward, and the headlights look disjointed from the front bumper. The way the headlights are smashed up against the grill is so weird.,It seems as if the car was made by smashing together 5 different cars and trying to present them as one idea.,I guess this one will probably present better in person, but as of now I am not impressed.",#2,,May 21,Where climate means 4MATIC is necessary,NA,NA,318,165,,"Photography, Mercedes-Benz, Formula 1",NA
Toyota,Toyota suspends sales of 8 models in recall,post-470072,"Jul 7, 2010",JadeVetti,"And it just keeps on going.  The recalls and the brand; as synonymous as the other.,)",#152,,August 25,"Long Island, New York, USA",NA,NA,742,334,"Secondary, nowadays.,10,000 horses in a Dream Stable.  Could be 10 cars, maybe 5 cars...","caliber, Caliber, caliber...Did I say caliber?,Reading, writing, cooking, sex and cars.,I want my inner circular headlights rimmed a glowing red. That way, scurry when you see my demon advancing.",NA
Toyota,Toyota suspends sales of 8 models in recall,post-442535,"Feb 10, 2010",Potential,"This is getting particularly bad, press attention in Australia, must be critically damaging to the company. What about the rest of the world?",#97,,,Australia,NA,NA,807,284,"BMW 750i, BMW 335i,BMW 530i, MB E500,Rolls Royce Drophead Coupe",,NA
Pagani,ZONDA F Lap Record,post-20636,"Dec 5, 2005",Alwing,"No it isn't, the recordholder is the Harrier.,Can't quite remember the time but it was around 30s I think.,Anyway, neither are roadlegal in any case.",#16,,"Nov 14, 1984
										
											(Age: 38)",NA,NA,NA,376,678,,,NA
Pagani,Pagani Zonda F plans a North American debut.,post-38346,"Feb 4, 2006",GTA45E,"Looks like Pagani want to bring the Zonda to the US in 2008. From the article,it sound like the American version will get the Bi-Turbo V12 from the S65.,""It will be faster"" says MoterTrend.,1.,2.,3.,4.",#1,,,United States,Male,NA,"7,083","4,570",,,Premium Supporter
Pagani,In detail: Pagani Zonda Roadster F,post-44673,"Feb 24, 2006",beckhammania23,"[image no longer available],Pagani Zonda Roadster F,Pagani Automobili is proud to unveil the Roadster F, a new jewel in the Zonda,family: fast open top motoring at its best.,Hand built at the Pagani Atelier in a limited run of 25, the Roadster F offers the,outstanding driveability and performance of the F Coupè, enhanced by the,pleasure of driving with a gentle breeze in your hair.,Thanks to an original roof made out of carbon fibre and cloth (removable in a,few seconds) and due to the use of carbon fabrics for the construction of the,central chassis, bodywork and interior, it was possible to maintain the dry weight,of 1230kg, which translates in a weight/power ratio of 1,89kg/hp for the Clubsport,version.",#1,,"Aug 29, 1977
										
											(Age: 45)",Netherlands,NA,NA,454,252,,,NA
Pagani,Pagani Zonda F: Video of private presentation.,post-44938,"Feb 25, 2006",ALI,"OMG , that was a cure for ear cancer !!",#5,,"Nov 23, 1983
										
											(Age: 39)","Los Angeles, Ca",NA,CLOTHING BUSINESS,824,232,,"Ali N Awada,CARS",NA
Pagani,The Pagani Zonda F Price List,post-102641,"Oct 17, 2006",dyna-niet,why isn't that gearbox standard??,#4,,"Feb 7, 1985
										
											(Age: 38)",Netherlands,NA,NA,380,136,,///M SiMplY THe BesT,NA
Pagani,"Pagani Zonda Crash (Zonda, The Artist don't look)",post-102237,"Oct 16, 2006",Bjoern,was the zonda rebuilt or was it in the repair shop? Does it exists today?,#6,,,Germany,NA,NA,39,7,,,NA
Motorsports,2014 Le Mans,post-688638,"Apr 1, 2014",KiwiRob,Audi!,#16,post: 688147,,Norway,Male,NA,"4,901","3,515","Audi A6 Avant 2.0 TDI quattro Black Edition,Audi A1 Sportback 1.4 TFSi SLine,Audi A1 1,4 TFSi S-Line,Audi A6 2.0 TDI S-Line,VW Touran 2.0 TDi Highline,Volvo V70 2.4D R Design,MINI Countryman Cooper D,MINI Clubman Cooper D,BMW 318D Touring Msport,Mercedes C200 CDi Touring,VW Golf 1.6FSi Sportline,Toyota MR2 GT,Morgan Aero",,NA
Motorsports,"VAG exploring F1 options, would likely wait until Ecclestone is out",post-724419,"Dec 7, 2014",kingjr9000,"By,Posted Dec 6th 2014 10:02AM,The real hurdle is that Volkswagen overlord Ferdinand Piëch doesn't like Bernie Ecclestone on a personal or professional level.,Superbugs. They are antiobiotic-resistant bacteria and viruses, fiends that defy eradication no matter how much counteracting agent you throw at them. Reports that,is going to join,? They are the superbugs of rumors; for five years they've been coursing through the blood of motorsport, and no amount of denials or Audi's continued non-presence in F1 has been able to make them go away. Not even a month ago we,, courtesy of,, citing sources who said Audi would leave endurance racing and DTM - handing,over to Porsche, instead of,- and buy either,or,for an entry in 2016 with an in-house powerplant.,Within 24 hours of that story,,, ""Audi in F1? There rumors keep appearing with regularity since years. It's pure speculation again this time and without any foundation."" Now, few things are impossible in F1, but lining up on the grid in 2016 is not far away from needing to be ready,, in F1 terms, which is why these announcements come long in advance.,, you'll recall, gave us,of its F1 reunion and Porsche gave us three years notice about Le Mans.,A brand-new report in the BBC says that Audi is using new hire and ex-,technical director Stefano Domenicali to lead a feasibility study into an F1 program. According to that story, the real hurdle to the foray, however, is that,Group overlord Ferdinand Piëch doesn't like F1 boss,on a personal or professional level, so one of them would need to leave his position before Audi could say yes, feasibility be damned. Since we're talking about two men who define professional longevity, that day might not come soon.,The,story goes on to say that Martin Winterkorn, head of the VW Group management board, would like to see the group in F1, and that if it happened it would be with a ""car designed and made in Germany."" Ladies and gentlemen, you know where to file this one...",#1,,January 25,NA,Male,NA,"1,784","2,757",,,NA
Motorsports,2014 Le Mans,post-695206,"May 10, 2014",Bucketslash11,"yes, as a matter of fact it has a total of 988hp,and it also won 6 hours of spa leaving it with a 100% win rate currently (2 races,2 wins)",#33,post: 693949,"Jan 12, 1995
										
											(Age: 28)",norway,Male,NA,"1,593","1,318",,"dreamcars: ferrari enzo, lexus LFA, diablo GT, murcielago SV, F50, SLR stirling moss, SLR, radical RXC, X-bow",NA
Motorsports,Mercedes GP 2013 Engine Q&A,post-645269,"Jun 19, 2013",bmpaul,"Tha5s pretty interesting, I wish bmw would step back in the ring with turbo units",#2,,"Sep 3, 1982
										
											(Age: 40)",NA,Male,NA,8,16,,,NA
Motorsports,2014 Le Mans,post-770015,"Nov 12, 2015",hytdgrag,The tech we're seeing in the TS040 will likely be carried over to the LFA successor in due time. This technology makes the current hybrid super/hypercars seem ordinary.,#99,,,london,Male,NA,3,0,,,NA
Motorsports,Lewis Hamilton signs for Mercedes-Benz 2013,post-601946,"Oct 3, 2012",andra smith,"Kind of seen it coming! However, I have to ask myself why? Currently the mclaren is the best car, the merc is a bit of a dog in reality!,I hope he hasn't been totally motivated by the money aspect of things, he already has way more then anyone really needs!,Will be watching with interest to see what he can do with them next year!,Sergio Perez replaces him and signs for McLaren.",#1,,"Jan 18, 1980
										
											(Age: 43)",NA,Male,NA,1,0,,,NA
Motorsports,Toyota Motorsport set world record for electric vehicles on nordschleife,post-533201,"Aug 30, 2011",vedjo01,Future is electric..nuff said,#2,,"Sep 6, 1980
										
											(Age: 42)","Zagreb,Croatia",NA,My job?I´ll get back on this one when I find one..,"1,969","1,095","2010 KONA FIRE MOUNTAIN DELUXE bicycle :D,BMW E30 318i,BMW E30 M3",http://www.rimac-automobili.com/,NA
Motorsports,2011 Spanish GP,post-518223,"May 24, 2011",Remy Zero,"No doubt this year has tonnes of passing, someone has to stop Vettel and RedBull.",#15,,,Malaysia,NA,HR Analyst,"3,087","4,369",,"Lifting weights,Never, Never, Never Give up...",NA
Motorsports,2011 Monaco GP,post-518925,"May 29, 2011",bmwownage,wow Lewis's move reminds me of Montoya!,#19,,"Feb 20, 1987
										
											(Age: 36)",NA,NA,NA,"1,424",376,,,NA
Motorsports,2010 Korean GP,post-486438,"Oct 23, 2010",zegerman,"I think you got a decimal wrong. Between Vettel's and Alonso's qualification laps the difference in the first sector was more in the region of 50ms or 0,05 seconds. Though overall Alonso was indeed fast in the 1st sector as his best time was 0,2 seconds faster Vettel's, and 0,4 seconds faster than Webber's.,Webber's been pretty handy at bad starts lately so maybe Alonso will get his change. In any case, if I was Vettel I'd keep a good distance to Webber.",#10,,NA,NA,NA,NA,105,30,,,NA
Motorsports,Joy is Racing - M3 GT at Sebring,post-449183,"Mar 11, 2010",south,"Here's a new Joy video, this time from BMW NA Motorsports.,Best regards,,south",#1,,NA,NA,NA,NA,"2,755","2,247",,,NA
Motorsports,"First Laps of Yas Marina, Abu Dhabi",post-418546,"Oct 15, 2009",S'Pimp,"Yeah! u r right!,but means Eau Rouge 10-15 Years ago!",#6,post: 418404,,BAYERN,NA,NA,602,368,Version 2.0,"I guess I should warn you, if I turn out to be particularly clear, you've probably misunderstood what I said."" A.G.",NA
Motorsports,Felipe Massa's updates,post-400089,"Aug 3, 2009",modena_360stradale,"lol Moms, they're all the same",#28,post: 399379,NA,NA,NA,NA,867,"1,147",,"CL600, SL55, CLS55, G55, Maybach, Murcielago, SLR and an F40",NA
Motorsports,Controversial diffuser design deemed legal.,post-377115,"Apr 15, 2009",mike.blueberry,"I am with Eni on this one.,I don't know when the line was crossed, and who crossed it, but Formula 1 today is too often about reversal of decisions, rule changes, experimentations on the rules and nothing but FIA chasing teams and the teams making more and more scandals in return.,I don't recall incidents like that in the 80's or 90's. The sport was more about scary machines, running on huge tyres, in dangerous conditions, with drivers having huge physical abilities, in machines that were monstruous and powerful. Today F1 is sanitized, clean, and almost quiet, with cars driven by tender teenagers, and until last year, with races that were not played by overtaking, but rather pit stops, regulations, fuel, tyres, and everything else that requires calculations and strategy rather than pure hardcore racing which in my humble opinion isn't as attractive. Results are also temptative only, since they often get changed in the court room following the race.,I think what needs to happen is Bernie Ecclestone going away, and somebody with a simple racing mind taking over. A simple racing mind..,Mike",#9,,NA,NA,NA,NA,140,20,,,NA
Motorsports,New American F1 Team set to Join the Grid in 2010,post-367759,"Feb 25, 2009",saler13,"Until US drivers are carting fanatics by 8 years old, glued to the TV watching F1 races at 8 am and embrace technology in racing there will not be another US F1 point scorer.,Want to see the future of F1 ?,Keep your eyes on Sebastien Vettel !!!",#9,,,"Thunder Bay, Ontario",NA,Sales Consultant,8,12,SLR Stirling Moss,"17 years working with Mercedes-Benz,F1 Racing, football, sailing, swimming, biking",NA
Motorsports,"Petit LeMans-Road Atlanta-Oct 3-4,2008 Vids and Pic's",post-336233,"Oct 7, 2008",Palbay,"Hey guys I attended the Petit LeMans in Atlanta this past weekend.The ALMS is a great Series.The Peugeot 908 was there....only the second time it has raced in the States.The vids are mainly for the audio.You can hear the roar of the bigger displacement V8's and the higher revving smaller V8's scream.Pages 1-3 are me walking through the Paddock Friday night after practice.Pages 4-12 are during the race on Sat.Checkout Page 11,the start of the night shots.Got a few pic's of red hot brake rotors and blue exhaust flames! Pages 13-16 are after the race and walking through the Paddock Sat night.Got some good pic's of the winning Corvette and drivers on the last couple of pages.The easiest way to navigate the Gallery is to use the down arrow on the left side and preview the thumbnails.Enjoy! Thanks! PalBay",#1,,,"Greenville,SC",NA,Real Estate Development,606,"1,450","2007 BMW X3,Cadillac SRX/Infiniti G35x/,Audi A4 Avant,BMW X6",,NA
Motorsports,2008 Japanese Grand Prix,post-337209,"Oct 11, 2008",justanthony,Have to say Lewis deserves the title this year. Period,#38,,NA,NA,NA,NA,929,317,,,NA
Motorsports,F1 drivers about to strike over outrageous license fees?,post-309414,"Jun 20, 2008",castagna,"That may be expensive for the ""monkeys"" (as LEW1S call them) that pay for driving the slowest cars, but for someone who spends 400,000€ in a license plate? That's nothing.",#9,,NA,NA,NA,NA,219,77,,,NA
Motorsports,2008 Bahrain GP,post-288956,"Mar 29, 2008",racanada04,"any one has an idea of what Bahrain looks like, is it safe and nice ?",#9,,NA,NA,NA,NA,30,3,,,NA
Motorsports,2008 Bahrain GP,post-290575,"Apr 5, 2008",merve_extreme,"other than Kubica,those times are wrong,01 R. Kubica BMW 1:33.096,02 F. Massa Ferrari 1:33.123,03 L. Hamilton McLaren 1:33.292,04 K. Räikkönen Ferrari 1:33.418,05 H. Kovalainen McLaren 1:33.488,06 N. Heidfeld BMW 1:33.737,07 J. Trulli Toyota 1:33.994,08 N. Rosberg Williams 1:34.015,09 J. Button Honda 1:35.057,10 F. Alonso Renault 1:35.115,11 M. Webber Red Bull 1:32.371,12 R. Barrichello Honda 1:32.508,13 T. Glock Toyota 1:32.528,14 N. Piquet jr. Renault 1:32.790,15 S. Bourdais Scuderia Toro Rosso 1:32.915,16 K. Nakajima Williams 1:32.943,17 D. Coulthard Red Bull 1:33.433,18 G. Fisichella Force India F1 1:33.501,19 S. Vettel Scuderia Toro Rosso 1:33.501,20 A. Sutil Force India F1 1:33.845,21 A. Davidson Super Aguri 1:34.140,22 T. Sato Super Aguri 1:35.725",#37,post: 290571,NA,NA,NA,NA,237,91,,,NA
Motorsports,2007 Bmw F1.07,post-139911,"Jan 16, 2007",Lateralus,Check out the overalls (hint->BMW logo)... Someone messed up big time.,#24,post: 139897,"Mar 11, 1981
										
											(Age: 42)",NA,NA,NA,13,13,,,NA
Motorsports,DTM final race @ Hockenheimring! (Fitty Six Kays chillax),post-241303,"Oct 15, 2007",Alok,"I got a surprise invite to go to DTM on sunday. Due to some late reservation, we got a seat at Tribune C, with a fence around. I was right on the outside of a hairpin called the Sachs Kurve.,Turning Focal Planes, bring it on!",#1,,,"Bruchsal, Deutschland",NA,NA,111,151,,,NA
Motorsports,"'Ring visit, the third installment",post-215018,"Aug 3, 2007",NTT,Thanks for such a wonderful collection of pictures.,#7,,,UK,Male,NA,394,252,"2019 AMG  C63S Coupe  VW Polo, BMW 2 series,GLA 250 4Matic, W204 C280, 2017 C63 Coupe.,AMG GT-R",,NA
Motorsports,Kimi quick again as rain hits Spain,post-182661,"May 2, 2007",kere,"haha,Kimi seems to be really pleased with the improvements they made during these two days. I expect him to be in the front row in the next qualifying, and the next, and the next...",#3,,,Finland,NA,NA,36,3,,,NA
Motorsports,Schumacher given an island by Dubai prince,post-107450,"Oct 29, 2006",H50,"Well i dont agree with you on this. First of all, if these island have been made to last for 10 years, then you are not going to see them.,They invested on the latest technologies and hired many specialist and scientists just to study the project before they even annouce it.,I dont think our tourism is only based on these islands,there are far many other projects thats play major role in shaping Dubais tourism..,The Hydropolis,World's First Underwater Hotel,Dubai Land,Burj Dubai,World's Tallest Building.,Dubai Mall,The Largest Mall in the World.,And many other projects... i just advise to have a look at these sites to have an idea about whats going.,Thanks",#17,,NA,NA,NA,NA,257,147,,,NA
Motorsports,Schumacher given an island by Dubai prince,post-139438,"Jan 15, 2007",tccp,Lucky him! I wish someone would gift me an Island.,#32,,NA,NA,NA,NA,109,35,,,NA
Motorsports,Hockenheim Supercarday,post-104537,"Oct 21, 2006",GR8 WHITE,"Did I miss a POST where this day was publicized?  ***?,We need to work on communication.....Last posts like ""DONT FORGET"".....Blah Blah Blah....I live 40 minutes from HochenheimRing and I would have been there if it was open to public.....Jeees....what a waste of my life.  Sleeping in on a supercar event of the year.....,Now, let me get back to Gilligan's Island.",#8,,,"Mainz, Germany",NA,NA,16,2,,,NA
Motorsports,A1 GP greek team,post-95781,"Sep 23, 2006",tobajara,,#1,,"Apr 9, 1900
										
											(Age: 123)",Greece Athens,NA,NA,393,173,,,NA
Motorsports,Audi to supply Red Bull with F1 engine?,post-15234,"Nov 14, 2005",MrMan,I wouldn't be suprised to see a full VW/Audi F1 team in the near future so this is very possible.,#4,,"Nov 8, 1980
										
											(Age: 42)","Bay Area, CA",NA,NA,13,0,,"I'm the Ferrari Guy,Cars",NA
